prompt_idx,reward,k_t,advantage,abs_advantage,group_mean_reward,data_source
0,0.0,0.048529691994190216,0.0,0.0,0.0,kk_logic
0,0.0,0.04918813705444336,0.0,0.0,0.0,kk_logic
0,0.0,0.031802698969841,0.0,0.0,0.0,kk_logic
0,0.0,0.05322583392262459,0.0,0.0,0.0,kk_logic
0,0.0,0.03229086101055145,0.0,0.0,0.0,kk_logic
1,1.0,0.05431700125336647,0.0,0.0,1.0,sciq
1,1.0,0.0548747219145298,0.0,0.0,1.0,sciq
1,1.0,0.05011007934808731,0.0,0.0,1.0,sciq
1,1.0,0.048286598175764084,0.0,0.0,1.0,sciq
1,1.0,0.02784217707812786,0.0,0.0,1.0,sciq
2,1.0,0.0680248811841011,0.0,0.0,1.0,sciq
2,1.0,0.023479891940951347,0.0,0.0,1.0,sciq
2,1.0,0.04616876691579819,0.0,0.0,1.0,sciq
2,1.0,0.04193956404924393,0.0,0.0,1.0,sciq
2,1.0,0.07292477041482925,0.0,0.0,1.0,sciq
3,0.0,0.055311109870672226,0.0,0.0,0.0,kk_logic
3,0.0,0.03464699164032936,0.0,0.0,0.0,kk_logic
3,0.0,0.030237756669521332,0.0,0.0,0.0,kk_logic
3,0.0,0.07745630294084549,0.0,0.0,0.0,kk_logic
3,0.0,0.009141311049461365,0.0,0.0,0.0,kk_logic
4,0.0,0.05868194252252579,-0.2,0.2,0.2,HuggingFaceH4/MATH-500
4,0.0,0.08608867973089218,-0.2,0.2,0.2,HuggingFaceH4/MATH-500
4,0.0,0.05197305977344513,-0.2,0.2,0.2,HuggingFaceH4/MATH-500
4,1.0,0.06478000432252884,0.8,0.8,0.2,HuggingFaceH4/MATH-500
4,0.0,0.09444566816091537,-0.2,0.2,0.2,HuggingFaceH4/MATH-500
5,0.0,0.0421203076839447,-0.2,0.2,0.2,sciq
5,0.0,0.034962981939315796,-0.2,0.2,0.2,sciq
5,1.0,0.06666146218776703,0.8,0.8,0.2,sciq
5,0.0,0.03702862188220024,-0.2,0.2,0.2,sciq
5,0.0,0.017118919640779495,-0.2,0.2,0.2,sciq
6,0.0,0.011131975799798965,0.0,0.0,0.0,HuggingFaceH4/MATH-500
6,0.0,0.006419345736503601,0.0,0.0,0.0,HuggingFaceH4/MATH-500
6,0.0,0.013854685239493847,0.0,0.0,0.0,HuggingFaceH4/MATH-500
6,0.0,0.021622320637106895,0.0,0.0,0.0,HuggingFaceH4/MATH-500
6,0.0,0.0031128432601690292,0.0,0.0,0.0,HuggingFaceH4/MATH-500
7,0.0,0.021687058731913567,0.0,0.0,0.0,HuggingFaceH4/MATH-500
7,0.0,0.018102243542671204,0.0,0.0,0.0,HuggingFaceH4/MATH-500
7,0.0,0.03367447108030319,0.0,0.0,0.0,HuggingFaceH4/MATH-500
7,0.0,0.01742798089981079,0.0,0.0,0.0,HuggingFaceH4/MATH-500
7,0.0,0.021645493805408478,0.0,0.0,0.0,HuggingFaceH4/MATH-500
8,1.0,0.03530736640095711,0.0,0.0,1.0,HuggingFaceH4/MATH-500
8,1.0,0.004858934786170721,0.0,0.0,1.0,HuggingFaceH4/MATH-500
8,1.0,0.02473878301680088,0.0,0.0,1.0,HuggingFaceH4/MATH-500
8,1.0,0.052071381360292435,0.0,0.0,1.0,HuggingFaceH4/MATH-500
8,1.0,0.032718583941459656,0.0,0.0,1.0,HuggingFaceH4/MATH-500
9,0.0,0.04320371896028519,0.0,0.0,0.0,kk_logic
9,0.0,0.07389518618583679,0.0,0.0,0.0,kk_logic
9,0.0,0.04111391678452492,0.0,0.0,0.0,kk_logic
9,0.0,0.03885068744421005,0.0,0.0,0.0,kk_logic
9,0.0,0.0524507611989975,0.0,0.0,0.0,kk_logic
10,0.0,0.03195304423570633,0.0,0.0,0.0,kk_logic
10,0.0,0.03960518166422844,0.0,0.0,0.0,kk_logic
10,0.0,0.008704859763383865,0.0,0.0,0.0,kk_logic
10,0.0,0.05477652698755264,0.0,0.0,0.0,kk_logic
10,0.0,0.062445398420095444,0.0,0.0,0.0,kk_logic
11,0.0,0.03098309226334095,0.0,0.0,0.0,kk_logic
11,0.0,0.04022206366062164,0.0,0.0,0.0,kk_logic
11,0.0,0.03146436810493469,0.0,0.0,0.0,kk_logic
11,0.0,0.0707375779747963,0.0,0.0,0.0,kk_logic
11,0.0,0.052995190024375916,0.0,0.0,0.0,kk_logic
12,0.0,0.033156342804431915,0.0,0.0,0.0,kk_logic
12,0.0,0.04842429608106613,0.0,0.0,0.0,kk_logic
12,0.0,0.03286992385983467,0.0,0.0,0.0,kk_logic
12,0.0,0.02429274469614029,0.0,0.0,0.0,kk_logic
12,0.0,0.059894073754549026,0.0,0.0,0.0,kk_logic
13,0.0,0.04244986176490784,0.0,0.0,0.0,HuggingFaceH4/MATH-500
13,0.0,0.02402358315885067,0.0,0.0,0.0,HuggingFaceH4/MATH-500
13,0.0,0.039770860224962234,0.0,0.0,0.0,HuggingFaceH4/MATH-500
13,0.0,0.06711968779563904,0.0,0.0,0.0,HuggingFaceH4/MATH-500
13,0.0,0.04810929670929909,0.0,0.0,0.0,HuggingFaceH4/MATH-500
14,0.0,0.014054885134100914,0.0,0.0,0.0,HuggingFaceH4/MATH-500
14,0.0,0.007604747544974089,0.0,0.0,0.0,HuggingFaceH4/MATH-500
14,0.0,0.02033834531903267,0.0,0.0,0.0,HuggingFaceH4/MATH-500
14,0.0,0.004616270773112774,0.0,0.0,0.0,HuggingFaceH4/MATH-500
14,0.0,0.017299216240644455,0.0,0.0,0.0,HuggingFaceH4/MATH-500
15,0.0,0.04357104003429413,0.0,0.0,0.0,kk_logic
15,0.0,0.0426345057785511,0.0,0.0,0.0,kk_logic
15,0.0,0.04645608365535736,0.0,0.0,0.0,kk_logic
15,0.0,0.05529267340898514,0.0,0.0,0.0,kk_logic
15,0.0,0.055686771869659424,0.0,0.0,0.0,kk_logic
16,0.0,0.030840616673231125,0.0,0.0,0.0,HuggingFaceH4/MATH-500
16,0.0,0.01923435553908348,0.0,0.0,0.0,HuggingFaceH4/MATH-500
16,0.0,0.01898389682173729,0.0,0.0,0.0,HuggingFaceH4/MATH-500
16,0.0,0.025761550292372704,0.0,0.0,0.0,HuggingFaceH4/MATH-500
16,0.0,0.0345001146197319,0.0,0.0,0.0,HuggingFaceH4/MATH-500
17,0.0,0.014667309820652008,0.0,0.0,0.0,kk_logic
17,0.0,0.037076521664857864,0.0,0.0,0.0,kk_logic
17,0.0,0.03375968709588051,0.0,0.0,0.0,kk_logic
17,0.0,0.02504679188132286,0.0,0.0,0.0,kk_logic
17,0.0,0.02682265266776085,0.0,0.0,0.0,kk_logic
18,0.0,0.02169603481888771,0.0,0.0,0.0,kk_logic
18,0.0,0.0599730908870697,0.0,0.0,0.0,kk_logic
18,0.0,0.045908331871032715,0.0,0.0,0.0,kk_logic
18,0.0,0.052384279668331146,0.0,0.0,0.0,kk_logic
18,0.0,0.05163131654262543,0.0,0.0,0.0,kk_logic
19,0.0,0.015399394556879997,0.0,0.0,0.0,kk_logic
19,0.0,0.022492654621601105,0.0,0.0,0.0,kk_logic
19,0.0,0.02836761437356472,0.0,0.0,0.0,kk_logic
19,0.0,0.0311727374792099,0.0,0.0,0.0,kk_logic
