prompt_idx,reward,k_t,advantage,abs_advantage,group_mean_reward,data_source
5,0.0,1.0010439157485962,-0.4,0.4,0.4,sciq
5,0.0,0.9859656095504761,-0.4,0.4,0.4,sciq
5,0.0,1.0448538064956665,-0.4,0.4,0.4,sciq
15,0.0,0.8854650259017944,0.0,0.0,0.0,kk_logic
23,0.0,0.8077542781829834,-0.6,0.6,0.6,sciq
23,0.0,0.8727731704711914,-0.6,0.6,0.6,sciq
28,0.0,0.8209115266799927,0.0,0.0,0.0,kk_logic
35,0.0,0.8125874996185303,-0.6,0.6,0.6,sciq
35,0.0,0.8770038485527039,-0.6,0.6,0.6,sciq
47,0.0,1.1027168035507202,0.0,0.0,0.0,sciq
47,0.0,1.010614275932312,0.0,0.0,0.0,sciq
47,0.0,0.9420599341392517,0.0,0.0,0.0,sciq
47,0.0,1.0919268131256104,0.0,0.0,0.0,sciq
47,0.0,0.8750308752059937,0.0,0.0,0.0,sciq
56,0.0,1.0137289762496948,-0.6,0.6,0.6,sciq
73,0.0,0.8142226934432983,0.0,0.0,0.0,kk_logic
73,0.0,1.3006956577301025,0.0,0.0,0.0,kk_logic
78,0.0,0.8937655091285706,-0.6,0.6,0.6,sciq
78,0.0,1.0313891172409058,-0.6,0.6,0.6,sciq
87,0.0,0.8972045183181763,0.0,0.0,0.0,sciq
