prompt_idx,reward,k_t,advantage,abs_advantage,group_mean_reward,data_source
0,0.0,0.0725577250123024,-0.2,0.2,0.2,kk_logic
0,0.0,0.07213833183050156,-0.2,0.2,0.2,kk_logic
2,0.0,0.07433775067329407,0.0,0.0,0.0,kk_logic
19,0.0,0.3652966320514679,0.0,0.0,0.0,sciq
19,0.0,0.2269473522901535,0.0,0.0,0.0,sciq
19,0.0,0.08823173493146896,0.0,0.0,0.0,sciq
19,0.0,0.3748478889465332,0.0,0.0,0.0,sciq
19,0.0,0.17466002702713013,0.0,0.0,0.0,sciq
22,0.0,0.07169600576162338,0.0,0.0,0.0,kk_logic
25,0.0,0.08564980328083038,0.0,0.0,0.0,kk_logic
31,0.0,0.09076198935508728,0.0,0.0,0.0,kk_logic
32,0.0,0.07169568538665771,0.0,0.0,0.0,kk_logic
32,0.0,0.07084295898675919,0.0,0.0,0.0,kk_logic
34,0.0,0.27417993545532227,-0.6,0.6,0.6,sciq
34,0.0,0.07610807567834854,-0.6,0.6,0.6,sciq
37,0.0,0.07138637453317642,-0.2,0.2,0.2,kk_logic
40,0.0,0.10108514130115509,0.0,0.0,0.0,kk_logic
42,0.0,0.14462396502494812,-0.8,0.8,0.8,sciq
46,0.0,0.11286194622516632,0.0,0.0,0.0,kk_logic
62,0.0,0.09052523970603943,-0.8,0.8,0.8,sciq
