run_id,campaign,model,method,seed,steps,regime,math500,aime24,olympiadbench,minerva_math,gsm8k,kk_hard,bbh_logical_deduction,bbh_tracking,zebra_logic_mc,gpqa_diamond,mmlu_pro_chemistry,mmlu_pro_physics
J1__sub25_difffilter_s2,constrained,Qwen2.5-7B-Instruct,difffilter,2,300,sub25_25pct_data_subset,86.0,10.0,41.0,34.9,92.5,27.0,75.46666666666667,85.6,28.0,35.85858585858586,58.2,60.0
J1__sub25_difffilter_s3,constrained,Qwen2.5-7B-Instruct,difffilter,3,300,sub25_25pct_data_subset,85.8,13.3,41.2,36.8,93.1,26.0,77.06666666666666,86.93333333333334,31.4,34.84848484848485,56.0,60.6
J1__sub25_maxvar_s1,constrained,Qwen2.5-7B-Instruct,maxvar,1,300,sub25_25pct_data_subset,87.6,16.7,39.9,36.8,92.4,27.5,77.2,82.0,32.8,38.38383838383838,54.8,61.8
J1__sub25_maxvar_s2,constrained,Qwen2.5-7B-Instruct,maxvar,2,300,sub25_25pct_data_subset,87.8,10.0,39.9,35.3,91.9,22.5,72.8,84.66666666666667,29.2,31.31313131313131,27.4,32.6
J1__sub25_maxvar_s3,constrained,Qwen2.5-7B-Instruct,maxvar,3,300,sub25_25pct_data_subset,84.4,13.3,39.9,31.6,92.6,17.0,78.66666666666667,85.33333333333333,32.0,42.42424242424242,58.6,60.0
J1__sub25_topk_s1,constrained,Qwen2.5-7B-Instruct,topk,1,300,sub25_25pct_data_subset,85.6,20.0,39.0,36.0,92.7,23.0,78.93333333333334,87.6,37.2,41.41414141414141,58.0,61.0
J1__sub25_topk_s2,constrained,Qwen2.5-7B-Instruct,topk,2,300,sub25_25pct_data_subset,85.8,13.3,40.4,33.8,93.0,28.5,77.06666666666666,78.8,37.0,32.323232323232325,56.6,60.6
J1__sub25_topk_s3,constrained,Qwen2.5-7B-Instruct,topk,3,300,sub25_25pct_data_subset,86.0,13.3,40.3,36.0,92.0,32.5,73.2,82.66666666666667,34.6,34.84848484848485,58.8,59.6
scale__scale_15b_baseline_s1,scale_curve,Qwen2.5-1.5B-Instruct,baseline,1,300,,71.4,10.0,20.7,19.1,75.1,3.0,35.333333333333336,26.933333333333334,18.4,24.242424242424242,25.0,30.4
scale__scale_15b_baseline_s2,scale_curve,Qwen2.5-1.5B-Instruct,baseline,2,300,,69.4,3.3,21.9,21.7,75.4,1.0,35.46666666666667,24.533333333333335,17.0,29.292929292929294,22.8,27.6
scale__scale_15b_baseline_s3,scale_curve,Qwen2.5-1.5B-Instruct,baseline,3,300,,70.8,0.0,21.6,20.6,76.3,2.5,35.86666666666667,24.933333333333334,15.8,26.767676767676768,24.4,28.8
scale__scale_15b_difffilter_s1,scale_curve,Qwen2.5-1.5B-Instruct,difffilter,1,300,,70.2,6.7,20.6,18.0,76.3,1.0,37.46666666666667,26.933333333333334,12.0,26.262626262626263,25.6,28.8
scale__scale_15b_difffilter_s2,scale_curve,Qwen2.5-1.5B-Instruct,difffilter,2,300,,70.6,3.3,20.6,21.0,75.7,2.5,38.0,25.733333333333334,19.4,27.77777777777778,27.6,29.4
scale__scale_15b_difffilter_s3,scale_curve,Qwen2.5-1.5B-Instruct,difffilter,3,300,,69.4,0.0,21.8,21.0,75.2,1.0,36.0,25.6,16.6,25.252525252525253,24.2,29.0
scale__scale_15b_maxvar_s1,scale_curve,Qwen2.5-1.5B-Instruct,maxvar,1,300,,70.6,6.7,21.9,17.3,74.8,4.0,36.666666666666664,24.933333333333334,17.8,28.282828282828284,21.0,26.0
scale__scale_15b_maxvar_s2,scale_curve,Qwen2.5-1.5B-Instruct,maxvar,2,300,,69.8,3.3,22.5,21.3,76.5,4.0,38.8,25.333333333333332,22.2,25.252525252525253,26.4,31.2
scale__scale_15b_maxvar_s3,scale_curve,Qwen2.5-1.5B-Instruct,maxvar,3,300,,70.2,0.0,21.0,19.1,76.5,4.5,38.266666666666666,27.066666666666666,17.8,31.31313131313131,22.8,25.6
scale__scale_15b_topk_s1,scale_curve,Qwen2.5-1.5B-Instruct,topk,1,300,,70.8,3.3,20.9,20.6,75.0,3.0,35.06666666666667,23.866666666666667,18.6,25.757575757575758,27.2,31.2
scale__scale_15b_topk_s2,scale_curve,Qwen2.5-1.5B-Instruct,topk,2,300,,68.8,0.0,20.0,21.3,75.9,1.5,37.46666666666667,27.066666666666666,19.2,25.252525252525253,25.4,28.8
scale__scale_15b_topk_s3,scale_curve,Qwen2.5-1.5B-Instruct,topk,3,300,,70.0,0.0,21.3,23.9,74.9,2.0,36.0,24.666666666666668,17.8,28.282828282828284,24.0,30.4
scale__scale_3b_baseline_s1,scale_curve,Qwen2.5-3B-Instruct,baseline,1,300,,79.6,6.7,29.3,27.6,86.7,10.5,57.06666666666667,48.93333333333333,27.8,31.818181818181817,40.4,46.6
scale__scale_3b_baseline_s2,scale_curve,Qwen2.5-3B-Instruct,baseline,2,300,,78.0,6.7,29.6,27.2,86.0,15.0,53.86666666666667,43.333333333333336,24.2,28.78787878787879,41.8,46.4
scale__scale_3b_baseline_s3,scale_curve,Qwen2.5-3B-Instruct,baseline,3,300,,78.0,16.7,30.4,27.9,87.2,12.5,58.8,47.2,27.8,26.262626262626263,42.6,45.6
scale__scale_3b_difffilter_s1,scale_curve,Qwen2.5-3B-Instruct,difffilter,1,300,,79.2,13.3,28.3,25.0,86.2,16.0,57.06666666666667,47.6,24.2,33.333333333333336,39.0,46.0
scale__scale_3b_difffilter_s2,scale_curve,Qwen2.5-3B-Instruct,difffilter,2,300,,78.4,3.3,29.9,25.7,86.4,15.5,57.2,43.06666666666667,26.6,32.82828282828283,41.2,45.0
scale__scale_3b_difffilter_s3,scale_curve,Qwen2.5-3B-Instruct,difffilter,3,300,,77.6,3.3,30.5,26.1,86.3,15.5,57.06666666666667,44.0,25.6,29.7979797979798,41.8,46.8
scale__scale_3b_maxvar_s1,scale_curve,Qwen2.5-3B-Instruct,maxvar,1,300,,77.4,10.0,29.2,24.6,86.6,14.5,59.06666666666667,47.86666666666667,28.2,29.7979797979798,40.2,46.4
scale__scale_3b_maxvar_s2,scale_curve,Qwen2.5-3B-Instruct,maxvar,2,300,,77.8,6.7,28.9,25.7,87.2,13.0,61.86666666666667,45.46666666666667,22.4,29.292929292929294,39.4,45.6
scale__scale_3b_maxvar_s3,scale_curve,Qwen2.5-3B-Instruct,maxvar,3,300,,78.0,10.0,30.1,27.9,86.2,13.0,60.266666666666666,46.0,22.4,31.31313131313131,40.4,45.2
scale__scale_3b_topk_s1,scale_curve,Qwen2.5-3B-Instruct,topk,1,300,,80.8,13.3,28.0,29.8,87.2,15.0,56.266666666666666,47.86666666666667,22.8,27.77777777777778,41.8,45.6
scale__scale_3b_topk_s2,scale_curve,Qwen2.5-3B-Instruct,topk,2,300,,78.0,10.0,30.2,27.9,86.4,19.5,56.8,47.333333333333336,25.2,26.767676767676768,40.0,41.8
scale__scale_3b_topk_s3,scale_curve,Qwen2.5-3B-Instruct,topk,3,300,,77.4,6.7,29.8,27.9,87.3,19.0,60.53333333333333,48.13333333333333,24.2,27.77777777777778,39.4,44.8
lt7b__lt7b_baseline_s1,long_training,Qwen2.5-7B-Instruct,baseline,1,1000,,86.6,10.0,39.3,35.7,92.5,30.5,75.46666666666667,83.33333333333333,28.6,36.36363636363637,57.0,55.2
lt7b__lt7b_baseline_s2,long_training,Qwen2.5-7B-Instruct,baseline,2,1000,,85.8,16.7,38.8,34.9,92.8,67.0,75.2,83.33333333333333,21.8,38.888888888888886,56.2,60.6
lt7b__lt7b_baseline_s3,long_training,Qwen2.5-7B-Instruct,baseline,3,1000,,85.6,10.0,37.8,38.2,92.6,37.5,78.13333333333334,84.4,22.2,39.898989898989896,58.8,61.0
lt7b__lt7b_difffilter_s1,long_training,Qwen2.5-7B-Instruct,difffilter,1,1000,,86.6,13.3,39.0,36.0,91.4,70.5,76.66666666666667,83.33333333333333,37.0,38.888888888888886,56.2,60.0
lt7b__lt7b_difffilter_s2,long_training,Qwen2.5-7B-Instruct,difffilter,2,1000,,88.0,13.3,39.0,35.3,93.1,61.5,76.4,90.0,34.2,31.818181818181817,58.8,60.2
lt7b__lt7b_difffilter_s3,long_training,Qwen2.5-7B-Instruct,difffilter,3,1000,,88.2,13.3,41.2,36.0,92.6,16.5,75.46666666666667,81.33333333333333,31.6,29.7979797979798,32.0,37.8
lt7b__lt7b_topk_s1,long_training,Qwen2.5-7B-Instruct,topk,1,1000,,85.4,13.3,37.8,36.4,92.3,35.5,73.6,83.73333333333333,35.0,36.86868686868687,58.8,60.8
lt7b__lt7b_topk_s2,long_training,Qwen2.5-7B-Instruct,topk,2,1000,,86.0,13.3,37.8,36.8,93.0,36.5,74.26666666666667,80.13333333333334,34.2,33.333333333333336,57.2,58.2
lt7b__lt7b_topk_s3,long_training,Qwen2.5-7B-Instruct,topk,3,1000,,87.4,10.0,42.2,35.7,92.0,77.5,79.06666666666666,81.06666666666666,34.4,34.343434343434346,57.4,59.4
