prompt_idx,reward,k_t,advantage,abs_advantage,group_mean_reward,data_source
0,1.0,0.09609198570251465,0.0,0.0,1.0,sciq
0,1.0,0.1486337035894394,0.0,0.0,1.0,sciq
0,1.0,0.11077644675970078,0.0,0.0,1.0,sciq
0,1.0,0.29104769229888916,0.0,0.0,1.0,sciq
0,1.0,0.06877289712429047,0.0,0.0,1.0,sciq
1,1.0,0.06280926614999771,0.0,0.0,1.0,HuggingFaceH4/MATH-500
1,1.0,0.057497382164001465,0.0,0.0,1.0,HuggingFaceH4/MATH-500
1,1.0,0.06152109056711197,0.0,0.0,1.0,HuggingFaceH4/MATH-500
1,1.0,0.03478291630744934,0.0,0.0,1.0,HuggingFaceH4/MATH-500
1,1.0,0.07236744463443756,0.0,0.0,1.0,HuggingFaceH4/MATH-500
2,1.0,0.02949071116745472,0.0,0.0,1.0,sciq
2,1.0,0.22688928246498108,0.0,0.0,1.0,sciq
2,1.0,0.015011311508715153,0.0,0.0,1.0,sciq
2,1.0,0.07894592732191086,0.0,0.0,1.0,sciq
2,1.0,0.08784828335046768,0.0,0.0,1.0,sciq
3,1.0,0.07516508549451828,0.0,0.0,1.0,HuggingFaceH4/MATH-500
3,1.0,0.0719011202454567,0.0,0.0,1.0,HuggingFaceH4/MATH-500
3,1.0,0.045405663549900055,0.0,0.0,1.0,HuggingFaceH4/MATH-500
3,1.0,0.059147004038095474,0.0,0.0,1.0,HuggingFaceH4/MATH-500
3,1.0,0.058542683720588684,0.0,0.0,1.0,HuggingFaceH4/MATH-500
4,1.0,0.049472056329250336,0.0,0.0,1.0,sciq
4,1.0,0.06163111329078674,0.0,0.0,1.0,sciq
4,1.0,0.089358389377594,0.0,0.0,1.0,sciq
4,1.0,0.18624967336654663,0.0,0.0,1.0,sciq
4,1.0,0.06918357312679291,0.0,0.0,1.0,sciq
5,0.0,0.04704171419143677,0.0,0.0,0.0,kk_logic
5,0.0,0.04880843684077263,0.0,0.0,0.0,kk_logic
5,0.0,0.038913361728191376,0.0,0.0,0.0,kk_logic
5,0.0,0.08466384559869766,0.0,0.0,0.0,kk_logic
5,0.0,0.044902339577674866,0.0,0.0,0.0,kk_logic
6,0.0,0.005849420092999935,0.0,0.0,0.0,HuggingFaceH4/MATH-500
6,0.0,0.0102557223290205,0.0,0.0,0.0,HuggingFaceH4/MATH-500
6,0.0,0.0098003800958395,0.0,0.0,0.0,HuggingFaceH4/MATH-500
6,0.0,0.01609402522444725,0.0,0.0,0.0,HuggingFaceH4/MATH-500
6,0.0,0.012317365035414696,0.0,0.0,0.0,HuggingFaceH4/MATH-500
7,0.0,0.03650887310504913,0.0,0.0,0.0,kk_logic
7,0.0,0.030115826055407524,0.0,0.0,0.0,kk_logic
7,0.0,0.02839948982000351,0.0,0.0,0.0,kk_logic
7,0.0,0.03804761543869972,0.0,0.0,0.0,kk_logic
7,0.0,0.030112216249108315,0.0,0.0,0.0,kk_logic
8,1.0,0.08997759968042374,0.0,0.0,1.0,sciq
