prompt_idx,reward,k_t,advantage,abs_advantage,group_mean_reward,data_source
0,1.0,1.006026268005371,0.0,0.0,1.0,sciq
0,1.0,1.2169716358184814,0.0,0.0,1.0,sciq
0,1.0,1.536349892616272,0.0,0.0,1.0,sciq
0,1.0,2.0868749618530273,0.0,0.0,1.0,sciq
0,1.0,0.9233347773551941,0.0,0.0,1.0,sciq
1,1.0,0.20726071298122406,0.0,0.0,1.0,HuggingFaceH4/MATH-500
1,1.0,0.13545767962932587,0.0,0.0,1.0,HuggingFaceH4/MATH-500
1,1.0,0.1476212590932846,0.0,0.0,1.0,HuggingFaceH4/MATH-500
1,1.0,0.16522923111915588,0.0,0.0,1.0,HuggingFaceH4/MATH-500
1,1.0,0.24575357139110565,0.0,0.0,1.0,HuggingFaceH4/MATH-500
2,1.0,1.8588507175445557,0.0,0.0,1.0,sciq
2,1.0,1.3866971731185913,0.0,0.0,1.0,sciq
2,1.0,1.273927092552185,0.0,0.0,1.0,sciq
2,1.0,1.2924352884292603,0.0,0.0,1.0,sciq
2,1.0,0.9541171193122864,0.0,0.0,1.0,sciq
3,1.0,0.10176961123943329,0.0,0.0,1.0,HuggingFaceH4/MATH-500
3,1.0,0.09221623092889786,0.0,0.0,1.0,HuggingFaceH4/MATH-500
3,1.0,0.09925856441259384,0.0,0.0,1.0,HuggingFaceH4/MATH-500
3,1.0,0.08607041090726852,0.0,0.0,1.0,HuggingFaceH4/MATH-500
3,1.0,0.08957281708717346,0.0,0.0,1.0,HuggingFaceH4/MATH-500
4,1.0,1.6522670984268188,0.0,0.0,1.0,sciq
4,1.0,0.9867963790893555,0.0,0.0,1.0,sciq
4,1.0,0.6907387971878052,0.0,0.0,1.0,sciq
4,1.0,1.308199167251587,0.0,0.0,1.0,sciq
4,1.0,0.7077884674072266,0.0,0.0,1.0,sciq
5,0.0,0.5393242239952087,0.0,0.0,0.0,kk_logic
5,0.0,0.43642476201057434,0.0,0.0,0.0,kk_logic
5,0.0,0.5645736455917358,0.0,0.0,0.0,kk_logic
5,0.0,0.589449942111969,0.0,0.0,0.0,kk_logic
5,0.0,0.5070950984954834,0.0,0.0,0.0,kk_logic
6,0.0,0.09323646128177643,0.0,0.0,0.0,HuggingFaceH4/MATH-500
6,0.0,0.14186272025108337,0.0,0.0,0.0,HuggingFaceH4/MATH-500
6,0.0,0.20199163258075714,0.0,0.0,0.0,HuggingFaceH4/MATH-500
6,0.0,0.2248590737581253,0.0,0.0,0.0,HuggingFaceH4/MATH-500
